airline_price,season,competitor_price,days_before_departure,demand
200,low,199.1,338,62.0
150,shoulder,171.79,44,63.0
160,high,186.05,343,179.0
110,high,79.45,99,38.0
120,shoulder,93.88,84,29.0
140,high,114.57,290,70.0
110,low,119.93,78,65.0
100,shoulder,91.44,291,114.0
150,high,163.32,303,140.0
140,high,125.4,158,84.0
200,low,172.98,351,24.0
100,low,121.06,289,180.0
190,shoulder,172.02,350,61.0
150,low,146.41,203,48.0
200,low,224.83,327,109.0
130,high,131.57,292,144.0
150,shoulder,169.41,237,126.0
110,low,93.29,206,68.0
160,low,167.69,337,90.0
130,low,131.96,19,38.0
180,shoulder,184.74,339,94.0
110,high,113.44,173,105.0
100,high,93.53,5,50.0
130,high,114.8,327,93.0
170,shoulder,174.65,74,37.0
160,low,188.17,13,51.0
150,low,139.47,285,62.0
160,shoulder,111.5,13,11.0
120,shoulder,123.0,333,142.0
140,low,137.91,107,32.0
150,high,149.44,233,94.0
150,shoulder,150.8,63,46.0
130,shoulder,139.66,342,166.0
180,high,164.81,20,24.0
110,low,145.57,52,98.0
170,low,191.61,181,83.0
140,shoulder,123.61,267,74.0
190,shoulder,175.06,50,34.0
180,high,193.02,249,123.0
140,high,136.24,225,108.0
190,high,201.53,324,118.0
170,low,160.43,98,37.0
100,low,97.11,220,100.0
120,low,125.08,262,89.0
150,shoulder,110.0,209,6.0
190,low,184.26,95,41.0
150,low,162.78,210,94.0
160,shoulder,156.6,201,81.0
140,low,113.92,320,52.0
170,shoulder,170.84,58,31.0
100,high,72.74,267,77.0
180,low,177.72,23,28.0
170,low,180.86,28,31.0
140,high,157.63,235,154.0
120,low,121.22,124,56.0
180,high,188.19,19,39.0
130,high,134.54,339,141.0
120,shoulder,124.22,119,97.0
150,low,158.33,20,51.0
110,high,129.32,317,180.0
190,high,211.16,20,76.0
200,high,183.54,126,38.0
160,shoulder,170.6,276,102.0
150,high,172.76,276,154.0
140,high,144.1,21,94.0
170,low,160.16,338,52.0
140,high,135.92,50,57.0
130,shoulder,135.46,348,123.0
140,low,126.14,223,39.0
150,shoulder,173.07,251,132.0
160,high,168.28,113,109.0
150,low,161.8,342,97.0
160,low,169.65,61,47.0
190,high,199.66,202,96.0
130,shoulder,131.47,106,63.0
200,high,218.97,228,134.0
150,low,121.05,357,15.0
140,low,104.3,310,20.0
160,shoulder,152.28,50,26.0
160,shoulder,175.71,70,52.0
150,low,148.97,46,27.0
130,low,128.74,250,73.0
120,low,132.56,323,135.0
100,shoulder,115.47,331,180.0
150,shoulder,144.96,309,97.0
170,high,163.19,188,67.0
140,shoulder,153.34,173,90.0
170,high,156.51,59,46.0
180,high,177.78,98,72.0
170,shoulder,182.31,177,84.0
180,shoulder,175.72,333,87.0
190,high,181.9,109,53.0
190,low,207.33,0,30.0
190,low,181.65,19,34.0
120,low,113.41,41,36.0
130,low,136.42,242,86.0
110,shoulder,140.1,51,96.0
180,shoulder,177.11,142,62.0
150,high,150.2,220,96.0
130,shoulder,110.18,302,55.0
200,shoulder,209.33,70,52.0
140,low,141.89,271,86.0
140,high,147.29,119,96.0
100,high,100.54,273,170.0
180,high,176.95,263,79.0
140,shoulder,151.95,200,87.0
170,low,146.02,315,26.0
180,low,165.23,71,9.0
180,shoulder,155.59,266,35.0
100,high,78.13,169,72.0
130,shoulder,136.24,303,142.0
170,shoulder,149.43,267,45.0
130,shoulder,96.84,296,26.0
130,high,127.04,175,103.0
150,low,183.07,123,97.0
180,high,157.08,213,35.0
100,shoulder,95.0,332,154.0
190,high,171.58,207,48.0
190,high,158.95,51,0.0
160,shoulder,183.09,151,90.0
120,low,111.76,155,52.0
150,high,157.35,180,100.0
100,shoulder,112.71,277,177.0
180,shoulder,198.34,303,121.0
180,high,220.72,158,150.0
150,high,156.29,80,80.0
200,low,224.3,13,34.0
170,high,137.31,227,30.0
160,low,170.7,156,58.0
110,shoulder,85.31,139,38.0
140,low,132.45,99,39.0
110,shoulder,105.64,250,115.0
200,low,200.25,235,60.0
140,high,147.9,223,123.0
140,shoulder,113.41,208,38.0
190,shoulder,186.4,44,53.0
160,shoulder,156.0,306,88.0
200,shoulder,216.77,348,114.0
150,high,152.62,344,138.0
110,low,136.64,211,162.0
200,high,187.39,340,77.0
130,low,118.6,210,68.0
100,shoulder,93.87,161,91.0
110,high,106.56,16,55.0
110,shoulder,119.72,255,152.0
180,shoulder,168.61,299,72.0
150,low,159.2,351,109.0
160,low,148.77,47,34.0
160,low,157.21,271,83.0
110,low,104.18,359,119.0
190,high,196.47,337,123.0
130,high,121.09,138,80.0
100,low,93.26,307,87.0
160,shoulder,170.93,233,92.0
140,shoulder,128.79,184,67.0
110,low,94.12,75,36.0
140,shoulder,119.96,142,44.0
150,high,150.36,361,152.0
140,high,160.64,27,83.0
170,high,150.44,239,48.0
180,low,196.21,44,42.0
130,shoulder,103.59,331,59.0
160,low,168.5,356,93.0
180,shoulder,199.92,80,66.0
140,low,145.5,287,93.0
180,high,165.17,20,45.0
190,low,171.07,193,37.0
130,high,125.17,259,95.0
170,shoulder,164.48,156,51.0
180,high,173.03,94,56.0
190,low,198.52,107,51.0
170,shoulder,158.46,23,25.0
190,high,199.88,160,82.0
110,low,126.27,153,91.0
200,low,215.0,112,60.0
150,shoulder,148.25,136,82.0
110,high,79.39,282,66.0
160,low,165.77,255,87.0
160,low,166.92,169,67.0
130,high,125.6,309,129.0
170,shoulder,157.69,78,21.0
160,high,168.58,167,104.0
190,high,182.84,26,39.0
150,high,168.8,207,128.0
110,high,130.02,11,109.0
140,shoulder,147.45,291,131.0
200,low,214.9,95,43.0
150,shoulder,151.04,303,111.0
180,low,184.45,264,64.0
150,high,176.27,216,152.0
140,low,148.7,145,73.0
140,low,125.99,236,33.0
170,low,171.92,27,26.0
130,high,155.43,286,180.0
180,low,187.41,76,30.0
140,low,130.36,128,63.0
170,shoulder,141.84,59,29.0
150,shoulder,146.22,123,63.0
110,low,94.85,64,28.0
150,high,152.54,170,83.0
160,high,173.07,24,58.0
100,low,112.08,100,98.0
190,low,207.31,141,70.0
120,high,112.19,236,133.0
190,shoulder,184.27,180,57.0
190,shoulder,183.52,100,26.0
150,shoulder,126.85,351,47.0
140,high,119.38,138,57.0
110,shoulder,116.71,112,79.0
110,shoulder,124.41,200,142.0
140,high,114.13,119,33.0
170,low,143.36,267,55.0
180,low,191.17,74,37.0
140,high,162.03,170,148.0
120,high,118.53,344,168.0
180,shoulder,187.29,270,105.0
180,high,180.58,23,52.0
110,low,120.05,238,107.0
140,high,135.86,179,75.0
100,high,102.19,25,92.0
200,shoulder,195.57,122,24.0
200,high,191.25,46,27.0
140,shoulder,164.63,363,179.0
150,shoulder,164.69,283,128.0
130,low,136.45,57,48.0
120,shoulder,124.57,21,78.0
190,high,191.45,141,55.0
150,high,150.77,66,63.0
100,high,115.15,80,127.0
140,shoulder,139.27,215,87.0
160,high,169.62,264,124.0
190,high,156.13,38,12.0
160,low,173.17,305,105.0
190,shoulder,203.11,119,70.0
100,low,89.35,223,94.0
120,high,122.91,159,106.0
100,high,112.02,323,180.0
100,shoulder,116.69,321,180.0
130,high,130.96,112,73.0
110,low,108.21,132,61.0
110,shoulder,91.58,39,57.0
200,low,199.41,118,44.0
140,shoulder,158.08,326,158.0
150,high,147.8,137,74.0
190,high,181.77,325,86.0
200,shoulder,226.34,243,98.0
120,shoulder,137.02,238,133.0
110,high,123.41,17,89.0
140,shoulder,143.12,32,58.0
140,low,133.27,261,69.0
170,shoulder,168.96,178,61.0
120,low,107.05,249,72.0
170,low,163.67,10,25.0
110,high,87.37,157,43.0
150,high,125.62,190,52.0
160,shoulder,170.37,64,60.0
130,high,130.57,39,82.0
130,high,116.16,279,104.0
130,shoulder,150.45,265,148.0
140,shoulder,157.33,243,142.0
200,low,171.18,265,20.0
160,low,176.69,67,59.0
200,high,211.52,323,99.0
160,high,163.79,296,115.0
110,low,79.54,148,29.0
190,high,187.29,18,62.0
180,high,199.49,124,94.0
140,high,146.74,259,141.0
110,low,108.29,5,34.0
170,low,173.09,102,28.0
190,shoulder,215.95,208,96.0
200,low,171.84,159,21.0
120,shoulder,123.01,157,86.0
110,high,112.19,311,170.0
180,low,196.88,177,43.0
200,low,161.56,26,23.0
190,low,191.58,177,27.0
170,high,156.69,354,81.0
170,low,183.78,64,40.0
140,high,159.0,51,76.0
150,shoulder,151.74,136,75.0
100,low,98.06,11,58.0
130,high,163.47,325,180.0
120,shoulder,145.54,197,158.0
150,shoulder,141.7,289,80.0
140,shoulder,114.57,114,23.0
190,low,206.53,103,46.0
200,low,202.08,122,38.0
100,high,92.6,58,90.0
190,high,168.0,3,23.0
120,low,113.04,112,51.0
160,shoulder,155.38,353,91.0
100,high,113.51,285,180.0
140,high,142.21,154,105.0
180,shoulder,168.26,336,80.0
110,low,83.83,76,31.0
190,low,176.47,6,5.0
100,low,75.96,209,54.0
160,low,170.87,113,68.0
110,shoulder,76.87,347,56.0
180,low,181.29,44,44.0
170,high,153.5,14,21.0
130,high,116.79,127,77.0
140,high,127.34,175,64.0
120,high,129.14,9,74.0
150,high,126.73,268,66.0
200,shoulder,200.87,44,27.0
200,shoulder,206.47,109,61.0
180,high,153.16,142,25.0
190,high,186.44,212,72.0
100,high,79.11,145,67.0
100,shoulder,103.25,218,128.0
160,high,176.13,187,122.0
200,low,186.41,136,40.0
110,high,89.39,275,97.0
160,shoulder,173.38,362,143.0
130,shoulder,138.37,136,76.0
140,high,140.65,324,111.0
140,high,111.59,330,45.0
170,low,169.21,195,62.0
110,high,113.54,78,97.0
120,low,133.08,101,61.0
110,high,108.5,76,84.0
110,low,131.11,190,143.0
180,high,189.03,317,139.0
